Storm of Vengeance	<h>Mythic Enhanced</h><p>The acid damage dealt increases to 1d8 points of acid damage. The lightning damage dealt increases to 10d8 points of electricity damage. You can call down a bolt of lightning on the 2nd and 4th rounds (equivalent to those on the 3rd round). You can strike the same target with a bolt more than once during the casting of the spell, but not more than once per round.</p><p><h>Mythic Augmented (7th)</h>: If you expend three uses of mythic power, the storm cloud's radius increases to 1,000 feet. Structures in the storm take 1d10 points of damage per round (this damage bypasses hardness). You can call down one additional bolt in the 2nd and 4th rounds, and three additional bolts in the 3rd round.</p>
Strangling Hair	<h>Mythic Enhanced</h><p>You may use your hair to attempt dirty trick, disarm, steal, or trip combat maneuvers instead of grapple combat maneuvers. Add your tier to combat maneuver checks attempted with your hair and to your hair's damage rolls made as part of a grapple.</p>
Suggestion	<h>Mythic Enhanced</h><p><i>Mythic suggestion</i> loses the language-dependent descriptor, and can target one or more living creatures in a 10-foot-radius burst.</p>
Summon Swarm	<h>Mythic Enhanced</h><p>The swarm has the advanced simple template. A swarm of rats or spiders leaves behind a trail of filth or ichor when it moves, which has the effects of a <i>grease</i> spell for 1 round after the swarm passes through an area. Any creature that moves through the affected area is also subject to the swarm's disease or poison, as if attacked by the swarm. A prone creature in the affected area takes a -4 penalty on its saving throw against this affliction. A bat swarm leaves behind a similar trail that lasts for 2 rounds but doesn't have a disease or poison effect.</p>
Sunbeam	<h>Mythic Enhanced</h><p>You call forth one beam per 2 caster levels instead of per 3. The damage dealt increases to 4d8 points of damage. The damage dealt to undead creatures, fungi, mold, oozes, and slimes increases to 1d8 points of damage per caster level (maximum 20d8). Any creature that successfully saves against a beam is dazzled for 1 minute.</p><p><h>Mythic Augmented (9th)</h>: If you expend three uses of mythic power, the first beam you create has a duration of 1 round per 2 caster levels, and deals maximum damage on the round you cast it. Creatures in the beam can attempt saving throws to avoid blindness, but not the spell's damage.</p>
Sun Metal	<h>Mythic Enhanced</h><p>The additional damage dealt by the weapon increases to 1d6 points of fire damage. Any creature struck by the weapon is dazzled for 1 round (no saving throw). On a critical hit, the target is blinded for 1 round (Fortitude negates, DC equal to the DC of the spell).</p>
Surmount Affliction	<h>Mythic Enhanced</h><p>You can cast this spell with no verbal or somatic component, and even if you're helpless (but not unconscious). You temporarily overcome a number of additional harmful conditions equal to half your tier.</p><p><h>Mythic Augmented (7th)</h>: If you expend three uses of mythic power, you become immune to all afflictions the spell can normally overcome. In addition, you overcome (but do not become immune to) one of the following conditions: exhausted, nauseated, panicked, petrified, staggered, and stunned.</p>
Telekinesis	<h>Mythic Enhanced</h><p>The duration of this spell changes to 1 round per level. You may spend a move action to use the sustained force or combat maneuver effects of the spell.</p><p>When using sustained force, you can move a number of objects up to your tier. These must be in the same square and together must weigh no more than the weight limit of the spell.</p><p>Using the violent thrust effect ends the spell, but the weight restriction increases to 50 pounds per caster level (maximum 750 pounds).</p>
Theft Ward	<h>Mythic Enhanced</h><p>Add your tier to the Perception check bonus. Add your tier to your CMD against disarm and steal combat maneuvers attempted against the item.</p>
Time Stop	<h>Mythic Enhanced</h><p>Select a number of creatures equal to half your tier or fewer within close range (25 feet + 5 feet per 2 caster levels). <i>Mythic time stop</i> has the same effect on these creatures as it does on you, allowing them to act for the same number of rounds of apparent time that you can. You and these creatures can all interact with one another normally while time appears to be stopped.</p><p><h>Mythic Augmented (10th)</h>: If you expend three uses of mythic power, the duration increases to 1 hour per level of apparent time. You and other affected creatures gain no benefit from rest or sleep while the spell is active.</p>
Touch Injection	<h>Mythic Enhanced</h><p>Add half your tier to the DC of a poison or potion you inject into another creature with this spell. If you do this with a substance that grants a skill bonus, add your tier to that skill bonus.</p>
Transformation	<h>Mythic Enhanced</h><p>You can still cast spells and use spell completion and spell trigger items, but the level of the spell you're casting or using must be equal to or less than your tier. You gain a number of temporary hit points equal to your caster level.</p>
True Form	<h>Mythic Enhanced</h><p>The spell's target changes to up to one creature per 2 caster levels. If a target is a creature that has the ability to change shape between a specific set of forms (such as a barghest or lycanthrope), you may choose which form the creature takes. To force such a creature into a form, you must have either seen it in that form or succeeded at an appropriate Knowledge check to know the creature has the ability to take that form.</p><p><h>Mythic Augmented (6th)</h>: If you expend three uses of mythic power, the spell creates an area affecting all shapechanging creatures. The range changes to 30 feet and the spell affects all creatures in a 30-foot radius around you. Each creature must attempt a saving throw against the spell every round it remains in the area.</p>
True Strike	<h>Mythic Enhanced</h><p>The affected attack bypasses all damage reduction.</p><p><h>Mythic Augmented (2nd)</h>: If you expend two uses of mythic power, you gain a +10 insight bonus on your second attack that round and a +5 insight bonus on your third attack that round. The second and third attacks can be on your turn or on another creature's turn before your next turn (such as when you attempt an attack of opportunity).</p>
Tsunami	<h>Mythic Enhanced</h><p>The wave increases to 20 feet wide per caster level and 3 feet tall per caster level. The damage dealt to those struck by the wave increases to 12d6 points of bludgeoning damage. Add your tier to the wave's special combat maneuver check. The damage dealt to those that fail to escape the wave increases to 6d8 points of bludgeoning damage.</p><p><h>Mythic Augmented (5th)</h>: If you expend three uses of mythic power, you create a truly monstrous wave. The wave increases to 20 feet deep, 20 feet wide per caster level, and 5 feet tall per caster level. The duration of the effect increases to 10 rounds, and the speed of the wave increases to 120 feet per round on the surface of the water and 60 feet per round on land or underwater.</p>
Unholy Blight	<h>Mythic Enhanced</h><p>The damage dealt to good outsiders increases to 1d10 points of damage per caster level (maximum 10d10) and the damage dealt to other good creatures increases to 1d12 points of damage per 2 caster levels (maximum 5d12). The duration that creatures within the area are sickened increases to 2d4 rounds. On a successful save, a good creature is slowed for 1 round.</p>
Unshakable Chill	<h>Mythic Enhanced</h><p>On a failed save, the target immediately takes 1d6 points of nonlethal cold damage per tier. Add your tier to the DC of any other Fortitude saves the target attempts to resist severe cold as part of the spell's effects. The target also takes a -4 penalty on saves against spells or effects with the cold descriptor.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, the target gains vulnerability to fire.</p>
Vampiric Touch	<h>Mythic Enhanced</h><p>The spell's damage increases to 1d8 points of damage per 2 caster levels (maximum 10d8). Your melee touch attack to deliver the spell threatens a critical hit on a 19 or 20. This expanded threat range doesn't stack with other effects or abilities that increase the threat range. If the damage kills the target, you gain fast healing 5 for a number of rounds equal to the Hit Dice of the target.</p>
Vomit Twin	<h>Mythic Enhanced</h><p>Any spell you cast that has a range of touch, close, medium, or long can originate from the twin instead of you. The twin gains a deflection bonus to AC equal to your tier, and has hit points equal to double your caster level. The twin can attempt attacks of opportunity using your base attack bonus, but has no ability score modifiers, skills, or feats. It threatens an area appropriate for your size and wields a copy of the weapon you were wielding when you cast <i>mythic vomit twin</i>. If the twin's weapon is destroyed or disarmed, on your turn the twin generates a new weapon from its own substance. Its attacks deal damage using that weapon's die type.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, you create two copies when you cast the spell, and both can be active at the same time. If you instead expend three uses of mythic power, you create three copies when you cast the spell, and all three can be active at the same time.</p>
Walk through Space	<h>Mythic Enhanced</h><p>You can teleport as either a move action or a swift action, but never more than once per round. If you expend a move action and a swift action, you may teleport up to 60 feet.</p>
Wall of Fire	<h>Mythic Enhanced</h><p>The wall's damage increases to 2d6 points of fire damage to creatures within 10 feet, 1d6 points of fire damage to those past 10 feet but within 20 feet, and 2d8 points of fire damage + 1 point of fire damage per caster level (maximum +20) to any creature passing through it. Any creature that passes through the wall or is within 5 feet of the wall when it's created must succeed at a Reflex save or catch fire. Attempts to extinguish this fire use the spell's save DC.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, you may move the wall 5 feet in any direction as a move action on your turn. Moving the wall into a fireproof barrier (such as a stone wall) destroys the part of the wall that overlaps the barrier.</p>
Wall of Force	<h>Mythic Enhanced</h><p>The wall's hardness increases to 40, and its hit points increase to 30 per caster level. A non-mythic <i>disintegrate</i> spell or <i>rod of cancellation</i> negates a 10-foot-square section of a <i>mythic wall of force</i> for 1 round, after which the wall reforms at full strength. One side of the wall (chosen by you) repels creatures within 5 feet as a <i>repulsion</i> spell (using the DC <i>wall of force</i> would have if it allowed a saving throw).</p>
Wall of Ice	<h>Mythic Enhanced</h><p>The wall's hit points increase to 5 hit points per inch of thickness. Add your tier to the Strength check DC to break through the wall. The damage dealt to those that step through the wall increases to 1d8 points of cold damage + 1 point per caster level. Any creature that passes through the wall must succeed at a Fortitude save or be staggered for 1d4 rounds; this is a cold effect.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, you cover the wall in sharp, protruding icicles. Any creature that touches, strikes, or breaks through the wall takes 1d6 points of cold damage, 1d6 points of piercing damage, and 1 point of bleed damage.</p>
Wall of Iron	<h>Mythic Enhanced</h><p>The wall is 1 inch thick per 2 caster levels. If you create an unattached wall, you can weight it so there is a 75% chance it falls on its own in the direction you want. Subtract 5 from the DC to push it in the direction you want, and add 5 to the DC to push the wall in the other direction.</p><p><h>Mythic Augmented (7th)</h>: If you expend two uses of mythic power, one side of the wall (your choice) has a powerful magnetic charge that attracts metal within 10 feet. The wall automatically attempts a combat maneuver check to pull once per round against any creature that comes in range wearing metal armor, wielding a metal weapon, or otherwise carrying a significant amount of metal.</p><p>The wall's CMB is equal to your caster level plus your tier. If the combat maneuver succeeds, the creature is pulled 5 feet closer to the wall. The wall gains a +5 bonus on its combat maneuver check if the creature is within 5 feet. If the wall succeeds at its check against a creature within 5 feet, the creature is pulled up against the wall and is treated as grappled.</p><p>Dropping metal items or removing metal armor allows a creature to free itself from the wall. The magnetic charge fades after 1 hour per tier. Wrenching an item away from the wall requires a successful Strength check (DC 10 + the wall's CMB).</p>
Wall of Stone	<h>Mythic Enhanced</h><p>The wall is 1 inch thick per 2 caster levels. The wall's hardness increases to 12.</p><p><h>Mythic Augmented (7th)</h>: If you expend two uses of mythic power, the wall is impassable to ethereal travel and spells such as <i>passwall</i> and <i>phase door</i>. The wall is immune to non-mythic <i>disintegrate</i>, <i>shatter</i>, <i>sympathetic vibration</i>, and other non-mythic magical effects that specifically affect stone (including <i>earthquake</i>, <i>soften earth and stone</i>, and <i>transmute rock to mud</i>).</p>
Wall of Thorns	<h>Mythic Enhanced</h><p>The damage dealt increases to 30 minus the creature's AC. Any creature adjacent to the wall is automatically grappled by it. Any creature that begins its turn grappled by the wall takes 2d6 points of damage. Half of this damage is bludgeoning, and the other half is piercing. For the purpose of escaping this grapple, the wall's CMD is 10 + your caster level + your tier.</p><p><h>Mythic Augmented (6th)</h>: If you expend two uses of mythic power, the wall automatically grapples creatures other than you within 10 feet. Any creature grappled by the wall takes 2d6 points of bleed damage. If a creature doesn't escape the wall's grapple, on its next turn the wall automatically pins it.</p>
Web	<h>Mythic Enhanced</h><p>The webs are filled with spider swarms (one spider swarm for each 10-foot-by-10-foot area covered in webs). Any creature caught in or moving through the webs is attacked by a spider swarm (or multiple swarms, if it passes through the space of more than one swarm). The spiders don't leave the area of webbing. Destroying the web in an area destroys the swarm there as well, and completely destroying the web destroys all the swarms.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, the webs increase to a 50-foot-radius spread. Webs span any gaps between available anchor points in the area, possibly creating multiple non-contiguous webbed areas. Non-mythic abilities that make creatures immune to webs (such as <i>freedom of movement</i>) instead give them a +5 bonus on saves, combat maneuver checks, and Escape Artist checks against <i>mythic web</i>.</p>
Whirlwind	<h>Mythic Enhanced</h><p>The cyclone becomes 15 feet wide at the base, 40 feet wide at the top, and 40 feet tall. The cyclone's effect on Large or smaller creatures also applies to Huge creatures, and its damage increases to 3d8 points of damage. The effect on Medium or smaller creatures also applies to Large creatures, and the damage it deals each turn increases to 2d6 points of damage.</p><p><h>Mythic Augmented (8th)</h>: If you expend three uses of mythic power, the cyclone's size increases to 50 feet wide at the base, 150 feet wide at the top, and 150 feet tall. Creatures and objects of all sizes touched by the whirlwind take 8d8 points of damage (Reflex negates), and the damage dealt to those trapped in the cyclone increases to 6d6 points of damage per round. Additionally, unattended objects smaller than 30 feet to a side are swept up in the effect. The area within 20 feet of the whirlwind is treated as severe wind, and within 40 feet it is treated as strong wind.</p>
Wish	<h>Mythic Enhanced</h><p>When using <i>mythic wish</i> to duplicate another spell, you can duplicate a mythic spell you know (if you're a spontaneous caster) or have prepared (if you're a caster who prepares spells). If you don't know or haven't prepared the mythic spell, you can expend a second use of mythic power to duplicate the mythic version of the desired spell.</p><p>You can also produce any one of the following effects that modify or replace effects listed in the non-mythic <i>wish</i> spell description:</p><p><h>Mythic Augmented</h>: If you expend two uses of mythic power, you can cast a silent, stilled <i>mythic wish</i>, even if you're helpless or couldn't otherwise take actions (but not unconscious).</p>
Word of Chaos	<h>Mythic Enhanced</h><p>When determining the spell's effect on non-mythic creatures, add your tier to your caster level. Non-chaotic creatures that fail their saves against the spell also take a -4 penalty on attack rolls and saving throws, and their spell resistance decreases by 5 for as long as the spell's other effects last.</p>
