Spider Climb	Spider Climb	transmutation	druid 2, sorcerer/wizard 2	1 standard action	V, S, M (a live spider)	touch	creature touched	10 min./level	Will negates (harmless)	yes (harmless)	<h>Normal Use</h><p>The subject can climb and travel on vertical surfaces or even traverse ceilings as well as a spider does. The affected creature must have its hands free to climb in this manner. The subject gains a climb speed of 20 feet and a +8 racial bonus on Climb skill checks; furthermore, it need not make Climb checks to traverse a vertical or horizontal surface (even upside down). A <i>spider climbing </i>creature retains its Dexterity bonus to Armor Class (if any) while climbing, and opponents get no special bonus to their attacks against it. It cannot, however, use the run action while climbing.</p>
Spike Stones	Spike Stones	transmutation [earth]	druid 4	1 standard action	V, S, DF	medium (100 ft. + 10 ft./level)	one 20-ft. square/level	1 hour/level (D)	Reflex partial	yes	<h>Normal Use</h><p>Rocky ground, stone floors, and similar surfaces shape themselves into long, sharp points that blend into the background.</p><p><i>Spike stones </i>impede progress through an area and deal damage. Any creature moving on foot into or through the spell's area moves at half speed. In addition, each creature moving through the area takes 1d8 points of piercing damage for each 5 feet of movement through the spiked area.</p><p>Any creature that takes damage from this spell must also succeed on a Reflex save to avoid injuries to its feet and legs. A failed save causes the creature's speed to be reduced to half normal for 24 hours or until the injured creature receives a <i>cure </i>spell (which also restores lost hit points). Another character can remove the penalty by taking 10 minutes to dress the injuries and succeeding on a Heal check against the spell's save DC.</p><p>Magic traps such as <i>spike stones </i>are hard to detect. A rogue (only) can use the Perception skill to find <i>spike stones</i>. The DC is 25 + spell level, or DC 29 for <i>spike stones</i>.<i> Spike stones </i>is a magic trap that can't be disabled with the Disable Device skill.</p>
Spiritual Weapon	Spiritual Weapon	evocation [force]	cleric 2	1 standard action	V, S, DF	medium (100 ft. + 10 ft./level)	magic weapon of force	1 round/level (D)	none	yes	<h>Normal Use</h><p>A weapon made of force appears and attacks foes at a distance, as you direct it, dealing 1d8 force damage per hit, + 1 point per three caster levels (maximum +5 at 15th level). The weapon takes the shape of a weapon favored by your deity or a weapon with some spiritual significance or symbolism to you (see below) and has the same threat range and critical multipliers as a real weapon of its form. It strikes the opponent you designate, starting with one attack in the round the spell is cast and continuing each round thereafter on your turn. It uses your base attack bonus (possibly allowing it multiple attacks per round in subsequent rounds) plus your Wisdom modifier as its attack bonus. It strikes as a spell, not as a weapon, so for example, it can damage creatures that have damage reduction. As a force effect, it can strike incorporeal creatures without the reduction in damage associated with incorporeality. The weapon always strikes from your direction. It does not get a flanking bonus or help a combatant get one. Your feats or combat actions do not affect the weapon. If the weapon goes beyond the spell range, if it goes out of your sight, or if you are not directing it, the weapon returns to you and hovers.</p><p>Each round after the first, you can use a move action to redirect the weapon to a new target. If you do not, the weapon continues to attack the previous round's target. On any round that the weapon switches targets, it gets one attack. Subsequent rounds of attacking that target allow the weapon to make multiple attacks if your base attack bonus would allow it to. Even if the <i>spiritual weapon </i>is a ranged weapon, use the spell's range, not the weapon's normal range increment, and switching targets still is a move action.</p><p>A <i>spiritual weapon </i>cannot be attacked or harmed by physical attacks, but <i>dispel magic</i>, <i>disintegrate</i>, a <i>sphere of annihilation</i>, or a <i>rod of cancellation </i>affects it. A <i>spiritual weapon</i>'s AC against touch attacks is 12 (10 + size bonus for Tiny object).</p><p>If an attacked creature has spell resistance, you make a caster level check (1d20 + caster level) against that spell resistance the first time the <i>spiritual weapon </i>strikes it. If the weapon is successfully resisted, the spell is dispelled. If not, the weapon has its normal full effect on that creature for the duration of the spell.</p><p>The weapon that you get is often a force replica of your deity's own personal weapon. A cleric without a deity gets a weapon based on his alignment. A neutral cleric without a deity can create a <i>spiritual weapon </i>of any alignment, provided he is acting at least generally in accord with that alignment at the time. The weapons associated with each alignment are as follows: chaos (battleaxe), evil (light flail), good (warhammer), law (longsword).</p>
Steal Power	Steal Power	necromancy	cleric 5, sorcerer/wizard 5, witch 5	1 standard action	V, S	close (25 ft. + 5 ft./2 levels)	one mythic creature	instantaneous	Will negates	yes	<h>Normal Use</h><p>You sap the power from a mythic creature, using it to restore your own. The target loses 1d4 uses of mythic power. If you have the ability to expend mythic power, you regain one use for each use the target loses.</p>
Stinking Cloud	Stinking Cloud	conjuration (creation)	sorcerer/wizard 3	1 standard action	V, S, M (a rotten egg or cabbage leaves)	medium (100 ft. + 10 ft./level)	cloud spreads in 20-ft. radius, 20 ft. high	1 round/level	Fortitude negates; see text	no	<h>Normal Use</h><p><i>Stinking cloud </i>creates a bank of fog like that created by <i>fog cloud</i>, except that the vapors are nauseating. Living creatures in the cloud become nauseated. This condition lasts as long as the creature is in the cloud and for 1d4+1 rounds after it leaves. (Roll separately for each nauseated character.) Any creature that succeeds on its save but remains in the cloud must continue to save each round on your turn. This is a poison effect.</p><p><i>Stinking cloud </i>can be made permanent with a <i>permanency </i>spell. A permanent <i>stinking cloud </i>dispersed by wind reforms in 10 minutes.</p>
Stone Shape	Stone Shape	transmutation [earth]	cleric 3, druid 3, sorcerer/wizard 4	1 standard action	V, S, M/DF (soft clay)	touch	stone or stone object touched, up to 10 cu. ft. + 1 cu. ft./level	instantaneous	none	no	<h>Normal Use</h><p>You can form an existing piece of stone into any shape that suits your purpose. While it's possible to make crude coffers, doors, and so forth with <i>stone shape, </i>fine detail isn't possible. There is a 30% chance that any shape including moving parts simply doesn't work.</p>
Stoneskin	Stoneskin	abjuration	druid 5, sorcerer/wizard 4	1 standard action	V, S, M (granite and diamond dust worth 250 gp)	touch	creature touched	10 min./level or until discharged	Will negates (harmless)	yes (harmless)	<h>Normal Use</h><p>The warded creature gains resistance to blows, cuts, stabs, and slashes. The subject gains DR 10/adamantine. It ignores the first 10 points of damage each time it takes damage from a weapon, though an adamantine weapon bypasses the reduction. Once the spell has prevented a total of 10 points of damage per caster level (maximum 150 points), it is discharged.</p>
Storm of Vengeance	Storm of Vengeance	conjuration (summoning)	cleric 9, druid 9	1 round	V, S	long (400 ft. + 40 ft./level)	360-ft.-radius storm cloud	concentration (maximum 10 rounds) (D)	see text	yes	<h>Normal Use</h><p>You create a huge black storm cloud in the air. Each creature under the cloud must succeed on a Fortitude save or be deafened for 1d4 x 10 minutes. Each round you continue to concentrate, the spell generates additional effects as noted below. Each effect occurs on your turn.</p><p><i>2nd Round</i>: Acid rains down in the area, dealing 1d6 points of acid damage (no save).</p><p><i>3rd Round</i>: You call six bolts of lightning down from the cloud. You decide where the bolts strike. No two bolts may be directed at the same target. Each bolt deals 10d6 points of electricity damage. A creature struck can attempt a Reflex save for half damage.</p><p><i>4th Round</i>: Hailstones rain down in the area, dealing 5d6 points of bludgeoning damage (no save).</p><p><i>5th through 10th Rounds</i>: Violent rain and wind gusts reduce visibility. The rain obscures all sight, including darkvision, beyond 5 feet. A creature 5 feet away has concealment (attacks have a 20% miss chance). Creatures farther away have total concealment (50% miss chance, and the attacker cannot use sight to locate the target). Speed is reduced by three-quarters.</p><p>Ranged attacks within the area of the storm are impossible. Spells cast within the area are disrupted unless the caster succeeds on a Concentration check against a DC equal to the <i>storm of vengeance</i>'s save DC + the level of the spell the caster is trying to cast.</p>
Strangling Hair	Strangling Hair	transmutation	sorcerer/wizard 3, witch 3	1 standard action	V, S	close (25 ft. + 5 ft./2 levels)	one creature	concentration, up to 1 round/level	none	yes	<h>Normal Use</h><p>Your hair animates and extends to grapple and constrict an opponent. Make a grapple check against the target using your caster level as the base attack bonus plus a bonus equal to your Intelligence bonus (if a witch or wizard) or Charisma bonus (if a sorcerer). This grapple check does not provoke attacks of opportunity. If your hair succeeds in grappling a foe, that creature takes 1d6 points of damage or your unarmed strike damage, whichever is greater, and gains the grappled condition. Your hair receives a +5 bonus on grapple checks made against opponents it is already grappling, but cannot move foes or pin foes. Each round that your hair succeeds on a grapple check, it deals an additional 1d6 points of damage. The CMD of your hair, for the purposes of escaping the grapple, is equal to 10 + its CMB.</p><p>Once you choose a target, your hair continues to attack that target independently of your own actions. You may designate a new target as a move action, which causes your hair to release its current target (if any) and attack the new target that round. Your hair cannot be targeted as a separate creature, but it can be dispelled.</p>
Suggestion	Suggestion	enchantment (compulsion) [language-dependent, mind-affecting]	bard 2, sorcerer/wizard 3	1 standard action	V, M (a snake's tongue and a honeycomb)	close (25 ft. + 5 ft./2 levels)	one living creature	1 hour/level or until completed	Will negates	yes	<h>Normal Use</h><p>You influence the actions of the target creature by suggesting a course of activity (limited to a sentence or two). The <i>suggestion </i>must be worded in such a manner as to make the activity sound reasonable. Asking the creature to do some obviously harmful act automatically negates the effect of the spell. </p><p>The suggested course of activity can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do. You can instead specify conditions that will trigger a special activity during the duration. If the condition is not met before the spell duration expires, the activity is not performed.</p><p>A very reasonable <i>suggestion </i>causes the save to be made with a penalty (such as -1 or -2).</p>
Summon Swarm	Summon Swarm	conjuration (summoning)	bard 2, druid 2, sorcerer/wizard 2	1 round	V, S, M/DF (a square of red cloth)	close (25 ft. + 5 ft./2 levels)	one swarm of bats, rats, or spiders	concentration + 2 rounds	none	no	<h>Normal Use</h><p>You summon a swarm of bats, rats, or spiders (your choice), which attacks all other creatures within its area. (You may summon the swarm so that it shares the area of other creatures.) If no living creatures are within its area, the swarm attacks or pursues the nearest creature as best it can. The caster has no control over its target or direction of travel.</p>
Sun Metal	Sun Metal	transmutation [fire]	cleric 1, paladin 1, ranger 1	1 standard action	V, S	touch	one melee weapon	1 round/level (see text)	Fortitude negates (object)	yes (object)	<h>Normal Use</h><p>The target weapon ignites into flame that does not hurt the weapon or the wielder, but damages those hit by the weapon. When the weapon's wielder hits with this weapon, it deals an additional 1d4 points of fire damage. This damage is not multiplied in the case of a critical hit. This effect immediately ends if the weapon is submerged in water. This effect does not stack with the <i>flaming</i> or <i>flaming burst</i> weapon special ability or any other effect that grants the weapon extra fire damage. It does not function on weapons with the <i>frost</i> or <i>icy burst</i> weapon special ability or any other effect that grants a weapon extra cold damage.</p>
Sunbeam	Sunbeam	evocation [light]	druid 7	1 standard action	V, S, DF	60 ft.	line from your hand	1 round/level or until all beams are exhausted	Reflex negates and Reflex half; see text	yes	<h>Normal Use</h><p>For the duration of this spell, you can use a standard action to evoke a dazzling beam of intense light each round. You can call forth one beam per three caster levels (maximum six beams at 18th level). The spell ends when its duration runs out or your allotment of beams is exhausted.</p><p>Each creature in the beam is blinded and takes 4d6 points of damage. Any creatures to which sunlight is harmful or unnatural take double damage. A successful Reflex save negates the blindness and reduces the damage by half.</p><p>An undead creature caught within the beam takes 1d6 points of damage per caster level (maximum 20d6), or half damage if a Reflex save is successful. In addition, the beam results in the destruction of any undead creature specifically harmed by bright light if it fails its save.</p><p>The ultraviolet light generated by the spell deals damage to fungi, mold, oozes, and slimes just as if they were undead creatures.</p>
Surmount Affliction	Surmount Affliction	abjuration	cleric 2, inquisitor 2	1 standard action	V, S	you	personal	1 round/level	none	none	<h>Normal Use</h><p>You temporarily overcome one harmful condition. This does not end the effect causing the condition; it just suspends that condition's effect for the duration of the spell. You can surmount any one of the following conditions: blinded, confused, dazed, dazzled, deafened, fatigued, frightened, paralyzed, shaken, or sickened.</p><h>Mythic Enhanced</h><p>You can cast this spell with no verbal or somatic component, and even if you're helpless (but not unconscious). You temporarily overcome a number of additional harmful conditions equal to half your tier.</p><p><h>Mythic Augmented (7th)</h>: If you expend three uses of mythic power, you become immune to all afflictions the spell can normally overcome. In addition, you overcome (but do not become immune to) one of the following conditions: exhausted, nauseated, panicked, petrified, staggered, and stunned.</p>
Telekinesis	Telekinesis	transmutation	sorcerer/wizard 5	1 standard action	V, S	long (400 ft. + 40 ft./level)	see text	concentration (up to 1 round/level) or instantaneous; see text	Will negates (object) or none; see text	yes (object); see text	<h>Normal Use</h><p>You move objects or creatures by concentrating on them. Depending on the version selected, the spell can provide a gentle, sustained force, perform a variety of combat maneuvers, or exert a single short, violent thrust.</p><p><i>Sustained Force</i>: A sustained force moves an object weighing no more than 25 pounds per caster level (maximum 375 pounds at 15th level) up to 20 feet per round. A creature can negate the effect on an object it possesses with a successful Will save or with spell resistance.</p><p>This version of the spell can last 1 round per caster level, but it ends if you cease concentration. The weight can be moved vertically, horizontally, or in both directions. An object cannot be moved beyond your range. The spell ends if the object is forced beyond the range. If you cease concentration for any reason, the object falls or stops.</p><p>An object can be telekinetically manipulated as if with one hand. For example, a lever or rope can be pulled, a key can be turned, an object rotated, and so on, if the force required is within the weight limitation. You might even be able to untie simple knots, though delicate activities such as these require DC 15 Intelligence checks.</p><p><i>Combat Maneuver</i>: Alternatively, once per round, you can use <i>telekinesis </i>to perform a bull rush, disarm, grapple (including pin), or trip. Resolve these attempts as normal, except that they don't provoke attacks of opportunity, you use your caster level in place of your Combat Maneuver Bonus, and you add your Intelligence modifier (if a wizard) or Charisma modifier (if a sorcerer) in place of your Strength or Dexterity modifier. No save is allowed against these attempts, but spell resistance applies normally. This version of the spell can last 1 round per caster level, but it ends if you cease concentration.</p><p><i>Violent Thrust</i>: Alternatively, the spell energy can be spent in a single round. You can hurl one object or creature per caster level (maximum 15) that are within range and all within 10 feet of each other toward any target within 10 feet per level of all the objects. You can hurl up to a total weight of 25 pounds per caster level (maximum 375 pounds at 15th level).</p><p>You must succeed on attack rolls (one per creature or object thrown) to hit the target with the items, using your base attack bonus + your Intelligence modifier (if a wizard) or Charisma modifier (if a sorcerer). Weapons cause standard damage (with no Strength bonus; note that arrows or bolts deal damage as daggers of their size when used in this manner). Other objects cause damage ranging from 1 point per 25 pounds (for less dangerous objects) to 1d6 points of damage per 25 pounds (for hard, dense objects). Objects and creatures that miss their target land in a square adjacent to the target.</p><p>Creatures who fall within the weight capacity of the spell can be hurled, but they are allowed Will saves (and spell resistance) to negate the effect, as are those whose held possessions are targeted by the spell.</p><p>If a telekinesed creature is hurled against a solid surface, it takes damage as if it had fallen 10 feet (1d6 points).</p>
Terraform	Terraform	transmutation	cleric 7, druid 6, sorcerer/wizard 7, witch 7	1 hour	V, S, M (10,000 gp worth of precious minerals, see text)	100 feet	100-foot-radius emanation, centered on you	1 day/level (see text)	none	no	<h>Normal Use</h><p>You alter the area's terrain and climate to a new terrain and climate type appropriate to the planet or plane. For example, you might transform a desert to plains. To cast this spell, you must expend 10 uses of mythic power along with the material cost. This magically alters the area's climate and normal plants to those appropriate to the new terrain, but doesn't affect creatures or the configuration of the earth. Transforming rocky hills into forested areas converts grasses into shrubs and small trees, but doesn't flatten the hills or change the animals to suit the new environment.</p><p>You can alter the climate by one step (warm, temperate, or cold). The maximum extent of the terrain change is up to the GM, but in general is to a similar terrain type or one step within that terrain type (such as from a typical forest to a forest with massive trees or light undergrowth, from a shallow bog to a deep bog, and so on). You might be able to shift the land to a similar terrain type, such as turning a sparse forest into a relatively dry swamp. Local creatures adversely affected by these alterations either flee the area or quickly die, depending on their mobility and awareness of the change.</p><p>Multiple castings of the spell in the same area can create an area with radically different terrain and climate than the surrounding land. The GM can decide that certain terrain shifts are unsustainable and shorten the duration, or that some are suitable for the area and extend the duration.</p><p>This spell could have many secondary effects based on the nature of the change, the type of bordering terrain, and so on; these should be determined by the GM on a case-by-case basis. For example, transforming a desert requires drawing water up from underground to sustain the plants, which could deplete the water table in nearby areas. Creating a warm desert in the middle of a snowy tundra will create a bordering area of mud and frequent storms from the clash of hot and cold air fronts.</p><p>If you're at least 8th tier, you can expend 20 uses of mythic power instead of 10 to increase the range to 1 mile, the area to a 1-mile-radius emanation centered on you, and the duration to 1 month per caster level.</p>
Theft Ward	Theft Ward	abjuration	cleric 1, inquisitor 1, sorcerer/wizard 1, witch 1	1 standard action 	V, S	touch	one object	1 day	Will negates (harmless, object)	yes (harmless, object)	<h>Normal Use</h><p>You ward a single object in your possession against theft. You gain a +10 bonus on Perception checks to notice someone trying to take the object from you.</p><h>Mythic Enhanced</h><p>Add your tier to the Perception check bonus. Add your tier to your CMD against disarm and steal combat maneuvers attempted against the item.</p>
Time Stop	Time Stop	transmutation	sorcerer/wizard 9	1 standard action	V	personal	you	1d4+1 rounds (apparent time); see text	none	none	<h>Normal Use</h><p>This spell seems to make time cease to flow for everyone but you. In fact, you speed up so greatly that all other creatures seem frozen, though they are actually still moving at their normal speeds. You are free to act for 1d4+1 rounds of apparent time. Normal and magical fire, cold, gas, and the like can still harm you. While the <i>time stop </i>is in effect, other creatures are invulnerable to your attacks and spells; you cannot target such creatures with any attack or spell. A spell that affects an area and has a duration longer than the remaining duration of the <i>time stop</i> have their normal effects on other creatures once the <i>time stop </i>ends. Most spellcasters use the additional time to improve their defenses, summon allies, or flee from combat.</p><p>You cannot move or harm items held, carried, or worn by a creature stuck in normal time, but you can affect any item that is not in another creature's possession.</p><p>You are undetectable while <i>time stop </i>lasts. You cannot enter an area protected by an <i>antimagic field </i>while under the effect of <i>time stop.</i></p><h>Mythic Enhanced</h><p>Select a number of creatures equal to half your tier or fewer within close range (25 feet + 5 feet per 2 caster levels). <i>Mythic time stop</i> has the same effect on these creatures as it does on you, allowing them to act for the same number of rounds of apparent time that you can. You and these creatures can all interact with one another normally while time appears to be stopped.</p><p><h>Mythic Augmented (10th)</h>: If you expend three uses of mythic power, the duration increases to 1 hour per level of apparent time. You and other affected creatures gain no benefit from rest or sleep while the spell is active.</p>
Touch Injection	Touch Injection	transmutation	alchemist 2, sorcerer/wizard 3	1 standard action	V, S	personal	you	1 hour/level	none	no	<h>Normal Use</h><p>You must hold an elixir, infused extract, poison, or potion in hand as you cast this spell. The held substance drains from its container into a magical sac in your body. While the spell lasts, you can deliver the substance with a mere touch. To do so to an opponent, you must make a successful melee touch attack. If you hit, the substance takes effect immediately, despite any onset period, and that opponent receives the normal saving throw (if any) against the substance. In the case of a personal infused extract, the opponent receives both a Fortitude save and spell resistance. If you miss, the substance remains in the magical sac for you to use later.</p><p>This spell protects you from poison in the sac, but unless you have the poison use class feature, you suffer a 5% chance of exposing yourself to the poison when you first cast the spell. If you roll a natural 1 while attempting to inject the poison into an enemy, you are exposed to it.</p>
Transformation	Transformation	transmutation	sorcerer/wizard 6	1 standard action	V, S, M (a potion of bull's strength, which you drink and whose effects are subsumed by the spell effects)	personal	you	1 round/level	none	none	<h>Normal Use</h><p>You become a fighting machine--stronger, tougher, faster, and more skilled in combat. Your mindset changes so that you relish combat and you can't cast spells, even from magic items.</p><p>You gain a +4 enhancement bonus to Strength, Dexterity, and Constitution, a +4 natural armor bonus to AC, a +5 competence bonus on Fortitude saves, and proficiency with all simple and martial weapons. Your base attack bonus equals your character level (which may give you multiple attacks).</p><p>You lose your spellcasting ability, including your ability to use spell activation or spell completion magic items, just as if the spells were no longer on your class list.</p><h>Mythic Enhanced</h><p>You can still cast spells and use spell completion and spell trigger items, but the level of the spell you're casting or using must be equal to or less than your tier. You gain a number of temporary hit points equal to your caster level.</p>
True Form	True Form	abjuration	druid 4, sorcerer/wizard 4	1 standard action	V, S	medium (100 ft. + 10 ft./level)	up to one creature/3 levels, no two of which can be more than 30 ft. apart	1 round/level	Will negates	yes	<h>Normal Use</h><p><i>True form</i> removes any polymorph effect from a target creature, returning it to its true form, even against its will. Against creatures affected by polymorph spell effects (such as <i>baleful polymorph</i> or <i>giant form</i>), you must make a caster level check (1d20 + caster level, maximum +15) against a DC of 11 + caster level of the effect. Success means that the polymorph effect immediately ends.</p><p>A creature with the supernatural ability to change shape (such as a lycanthrope) must make a Will saving throw or immediately revert to its true form. If it fails this first saving throw, the creature can attempt another Will saving throw to overcome the spell as a full-round action that does not provoke attacks of opportunity. If this save succeeds, the spell ends and the creature is capable of changing shape once again. If the second save fails, the creature is locked in its true form for the duration of the spell, preventing any further polymorph effects from changing its shape.</p><h>Mythic Enhanced</h><p>The spell's target changes to up to one creature per 2 caster levels. If a target is a creature that has the ability to change shape between a specific set of forms (such as a barghest or lycanthrope), you may choose which form the creature takes. To force such a creature into a form, you must have either seen it in that form or succeeded at an appropriate Knowledge check to know the creature has the ability to take that form.</p><p><h>Mythic Augmented (6th)</h>: If you expend three uses of mythic power, the spell creates an area affecting all shapechanging creatures. The range changes to 30 feet and the spell affects all creatures in a 30-foot radius around you. Each creature must attempt a saving throw against the spell every round it remains in the area.</p>
True Strike	True Strike	divination	sorcerer/wizard 1	1 standard action	V, F (small wooden replica of an archery target)	personal	you	see text	none	none	<h>Normal Use</h><p>You gain temporary, intuitive insight into the immediate future during your next attack. Your next single attack roll (if it is made before the end of the next round) gains a +20 insight bonus. Additionally, you are not affected by the miss chance that applies to attackers trying to strike a concealed target.</p><h>Mythic Enhanced</h><p>The affected attack bypasses all damage reduction.</p><p><h>Mythic Augmented (2nd)</h>: If you expend two uses of mythic power, you gain a +10 insight bonus on your second attack that round and a +5 insight bonus on your third attack that round. The second and third attacks can be on your turn or on another creature's turn before your next turn (such as when you attempt an attack of opportunity).</p>
Tsunami	Tsunami	conjuration (creation) [water]	druid 9, sorcerer/wizard 9	1 standard action	V, S	long (400 ft. + 40 ft./level)	10-ft.-deep wave 10 ft. wide/level and 2 ft. tall/level	5 rounds	see text	no	<h>Normal Use</h><p>You create a massive wave of water that then moves in a straight line across water or land--;you select the direction the wave travels (which must be perpendicular to its width), but once set in motion, the wave cannot change course. Over the surface of open water, the wave travels at a speed of 60 feet per round--;on land or underwater, the wave travels at a speed of 30 feet per round.</p><p>Creatures struck by a tsunami take 8d6 points of bludgeoning damage (a Fortitude save halves this damage). In addition, the tsunami makes a special CMB check against any creature it strikes--;the wave's CMB is equal to your caster level + your relevant spellcasting ability score modifier (whichever is highest) + 8 (for the wave's size). If this CMB check defeats a creature's CMD, the creature is knocked prone and carried along by the wave. A creature carried along by a tsunami can attempt to escape the wave on its turn as a standard action by making a CMB or Swim check opposed by the wave's CMB check--;if a creature fails to escape, it takes another 6d6 points of bludgeoning damage (Fortitude save for half) and continues being carried along by the wave.</p><p>Objects struck by a tsunami are swept up if they are Huge or smaller and are carried along by the wave, deposited in a pile at the end of the wave's journey. Gargantuan or larger objects, as well as structures or objects firmly attached to the ground, take 8d6 points of bludgeoning damage when a tsunami passes through its space--;if this is enough to destroy the object or structure, the remains are carried along by the wave. Hardness does not reduce this damage, nor is it halved as damage dealt to objects normally is. <i>Freedom of movement</i> prevents a creature from being carried along by a tsunami but does not prevent damage caused by it hitting a creature.</p><p>A solid barrier that is taller than the tsunami that is not destroyed by the wave stops that portion of the wave from continuing onward, leaving a gap in the wave as the rest of it continues forward.</p>
Unholy Blight	Unholy Blight	evocation [evil]	cleric 4	1 standard action	V, S	medium (100 ft. + 10 ft./level)	20-ft.-radius spread	instantaneous (1d4 rounds); see text	Will partial	yes	<h>Normal Use</h><p>You call up unholy power to smite your enemies. The power takes the form of a cold, cloying miasma of greasy darkness. Only good and neutral (not evil) creatures are harmed by the spell.</p><p>The spell deals 1d8 points of damage per two caster levels (maximum 5d8) to a good creature (or 1d6 per caster level, maximum 10d6, to a good outsider) and causes it to be sickened for 1d4 rounds. A successful Will save reduces damage to half and negates the sickened effect. The effects cannot be negated by <i>remove disease </i>or <i>heal, </i>but <i>remove curse </i>is effective.</p><p>The spell deals only half damage to creatures who are neither evil nor good, and they are not sickened. Such a creature can reduce the damage by half again (down to one-quarter) with a successful Will save.</p>
Unshakable Chill	Unshakable Chill	necromancy [cold]	druid 2, sorcerer/wizard 2, witch 2	1 standard action	V, S, M	close (25 ft. + 5 ft./2 levels)	one creature	10 minutes/level; see text	Fortitude negates (see text)	yes	<h>Normal Use</h><p>The target is filled with an unshakable chill for the duration of the spell, and suffers from the effects of severe cold (<i>Core Rulebook</i> 442). Severe cold means if the initial saving throw fails, the target takes 1d6 points of nonlethal cold damage and must save every 10 minutes (using the DC of severe cold instead of this spell's DC) or take additional damage.</p>
Vampiric Touch	Vampiric touch	necromancy	sorcerer/wizard 3	1 standard action	V, S	touch	living creature touched	instantaneous/1 hour; see text	none	yes	<h>Normal Use</h><p>You must succeed on a melee touch attack. Your touch deals 1d6 points of damage per two caster levels (maximum 10d6). You gain temporary hit points equal to the damage you deal. You can't gain more than the subject's current hit points + the subject's Constitution score (which is enough to kill the subject). The temporary hit points disappear 1 hour later.</p>
Vomit Twin	Vomit Twin	conjuration (creation, teleportation)	alchemist 3, magus 3, sorcerer/wizard 4, summoner 3	1 standard action	V, S	personal	creates one ooze duplicate of the caster	1 round/level	none	none	<h>Normal Use</h><p>Upon casting this spell, you vomit forth a disgusting ooze copy of yourself into a single adjacent square. As long as the twin exists, whenever you take a move action to move, the twin can move as well, although it does not need to follow you and cannot take any other actions. On subsequent rounds, at the start of your turn, you can instantaneously exchange places with your twin, as if using <i>teleport</i>. This is not an action and does not provoke an attack of opportunity.</p><p>The twin has a speed of 30 feet and provokes attacks of opportunity from movement as normal. It has an AC equal to 10 + 1/2 your caster level and a number of hit points equal to your caster level. If the twin is reduced to 0 hit points, it is destroyed, although you can create a new one on your turn as a standard action as long as the duration persists. You cannot have more than one vomit twin at a time.</p><h>Mythic Enhanced</h><p>Any spell you cast that has a range of touch, close, medium, or long can originate from the twin instead of you. The twin gains a deflection bonus to AC equal to your tier, and has hit points equal to double your caster level. The twin can attempt attacks of opportunity using your base attack bonus, but has no ability score modifiers, skills, or feats. It threatens an area appropriate for your size and wields a copy of the weapon you were wielding when you cast <i>mythic vomit twin</i>. If the twin's weapon is destroyed or disarmed, on your turn the twin generates a new weapon from its own substance. Its attacks deal damage using that weapon's die type.</p><p><h>Mythic Augmented (5th)</h>: If you expend two uses of mythic power, you create two copies when you cast the spell, and both can be active at the same time. If you instead expend three uses of mythic power, you create three copies when you cast the spell, and all three can be active at the same time.</p>
Walk through Space	Walk through Space	conjuration (teleportation)	alchemist 6, magus 6, sorcerer/wizard 7, summoner 6, witch 7	1 standard action	V, S, M (a wren's egg)	personal	you	1 round/level	none	none	<h>Normal Use</h><p>When under the effects of this spell, you can teleport up to 30 feet as a move action. You must end this movement in an unoccupied space that you can stand on within line of sight. Alternatively, you can spend a move action to teleport to a standing position from lying prone. Teleporting does not provoke attacks of opportunity.</p><h>Mythic Enhanced</h><p>You can teleport as either a move action or a swift action, but never more than once per round. If you expend a move action and a swift action, you may teleport up to 60 feet.</p>
Wall of Fire	Wall of Fire	evocation [fire]	druid 5, sorcerer/wizard 4	1 standard action	V, S, M/DF (a piece of phosphor)	medium (100 ft. + 10 ft./level)	opaque sheet of flame up to 20 ft. long/level or a ring of fire with a radius of up to 5 ft./two levels; either form 20 ft. high	concentration + 1 round/level	none	yes	<h>Normal Use</h><p>An immobile, blazing curtain of shimmering violet fire springs into existence. One side of the wall, selected by you, sends forth waves of heat, dealing 2d4 points of fire damage to creatures within 10 feet and 1d4 points of fire damage to those past 10 feet but within 20 feet. The wall deals this damage when it appears, and to all creatures in the area on your turn each round. In addition, the wall deals 2d6 points of fire damage + 1 point of fire damage per caster level (maximum +20) to any creature passing through it. The wall deals double damage to undead creatures.</p><p>If you evoke the wall so that it appears where creatures are, each creature takes damage as if passing through the wall. If any 5-foot length of wall takes 20 points or more of cold damage in 1 round, that length goes away. (Do not divide cold damage by 2, as normal for objects.)</p><p><i>Wall of fire </i>can be made permanent with a <i>permanency </i>spell. A permanent <i>wall of fire </i>that is extinguished by cold damage becomes inactive for 10 minutes, then reforms at normal strength.</p>
